2009-01-27_總統至馬家庄祭祖發送紅包
, 馬, 家庄, , 0.009202453987730062
, 總統, 也, , 0.007668711656441718
, 總統, 在, , 0.006134969325153374
, 在, 致詞, , 0.004601226993865031
, 時, 表示, , 0.004601226993865031
, 在, 致詞, 時, 0.004601226993865031
, 總統, 在, 致詞, 0.004601226993865031
, 致詞, 時, 表示, 0.004601226993865031
, 北埔, 慈, 天宮, 0.003067484662576687
, 台灣, 的, 經濟, 0.003067484662576687

2009-01-31_總統探訪獨居老榮民尹殿甲及參加「愛．幸福－2009高雄燈會點燈儀式」
, 也, 是, , 0.0041265474552957355
, 使用, 消費, , 0.0041265474552957355
, 台, 中, , 0.0041265474552957355
, 尹, 老先生, , 0.0041265474552957355
, 新, 的, , 0.0041265474552957355
, 燈會, 點燈, 儀式, 0.0041265474552957355
, 2009, 高雄, 燈會, 0.002751031636863824
, 中, 萬, 和, 0.002751031636863824
, 券, 促銷, 活動, 0.002751031636863824
, 前, 資政, 林洋港, 0.002751031636863824

2009-02-02_總統偕副總統參加中國國民黨中央委員會新春團拜
, 台灣, 的, , 0.005594405594405594
, 我們, 也, , 0.004195804195804196
, 政府, 的, , 0.004195804195804196
, 的, 做法, , 0.004195804195804196
, 主對, 人民, , 0.002797202797202797
, 主對, 人民, 有利, 0.002797202797202797
, 副, 總統, 參加, 0.002797202797202797
, 是, 正確, 的, 0.002797202797202797
, 最, 重要, 的, 0.002797202797202797
, 為, 主對, 人民, 0.002797202797202797

2009-02-02_總統府新春團拜
, 副, 總統, , 0.013280212483399735
, 的, 精神, , 0.005312084993359893
, 所有, 同仁, , 0.00398406374501992
, 新春, 團拜, , 0.00398406374501992
, 總統, 表示, , 0.00398406374501992
, 仍, 有, 許多, 0.0026560424966799467
, 他, 上任, 以來, 0.0026560424966799467
, 副, 總統, 表示, 0.0026560424966799467
, 國防, 外交, 兩岸, 0.0026560424966799467
, 廉正, 明快, 主動, 0.0026560424966799467

2009-02-03_總統參加「2009年大陸台商春節聯誼活動」
, 台灣, 的, , 0.005956813104988831
, 的, 政策, , 0.004467609828741623
, 總統, 也, , 0.004467609828741623
, 重要, 的, , 0.004467609828741623
, 兩岸關係, 的, , 0.0037230081906180195
, 重要, 的, 一環, 0.0029784065524944155
, 8, 個, 多月, 0.0022338049143708115
, 使, 台灣, 的, 0.0022338049143708115
, 兩岸關係, 的, 改善, 0.0022338049143708115
, 國際, 能見度, 大為, 0.0022338049143708115

2009-02-05_總統出席「中華民國98年新春聯歡晚會」
, 國際, 政治, , 0.006734006734006734
, 我們, 的, , 0.005611672278338945
, 新, 的, , 0.005611672278338945
, 國際, 經濟, , 0.004489337822671156
, 的, 外交, , 0.004489337822671156
, 高階, 國際, 政治, 0.003367003367003367
, 低階, 國際, 政治, 0.002244668911335578
, 可能, 帶來, 的, 0.002244668911335578
, 國際, 經濟, 中, 0.002244668911335578
, 在, 國際, 經濟, 0.002244668911335578

2009-02-06_副總統出席鍾蕭葉宗親新春團拜晚宴
, 副, 總統, , 0.020895522388059702
, 鍾, 蕭葉, , 0.011940298507462687
, 這樣, 的, , 0.008955223880597015
, 們, 不管, , 0.005970149253731343
, 大家, 都, , 0.005970149253731343
, 副, 總統, 表示, 0.005970149253731343
, 宗親, 們, 不管, 0.005970149253731343
, 晚年, 祝福, 大家, 0.005970149253731343
, 知道, 鍾, 蕭葉, 0.005970149253731343
, 鍾, 蕭葉, 是, 0.005970149253731343

2009-02-09_總統出席98年工商團體春節聯誼茶會
, 我們, 的, , 0.006596306068601583
, 改善, 兩岸關係, , 0.00395778364116095
, 的, 情況, , 0.00395778364116095
, 經濟, 的, , 0.00395778364116095
, 1, 月, , 0.002638522427440633
, 改善, 兩岸關係, 使, 0.002638522427440633

2009-02-14_總統參加2009新春文薈活動
, 文化, 創意, , 0.012658227848101266
, 創意, 產業, , 0.008438818565400843
, 文化, 總會, , 0.008438818565400843
, 文薈, 活動, , 0.008438818565400843
, 新春, 文薈, , 0.006329113924050633
, 文化, 創意, 產業, 0.008438818565400843
, 新春, 文薈, 活動, 0.006329113924050633
, 2009, 新春, 文薈, 0.004219409282700422
, 國家, 文化, 總會, 0.004219409282700422

2010-02-15_副總統返鄉向鄉親拜年
, 副, 總統, , 0.019650655021834062
, 保生, 大帝, , 0.006550218340611353
, 今年, 是, , 0.004366812227074236
, 他, 每年, , 0.004366812227074236
, 他, 要, , 0.004366812227074236
, 今年, 是, 虎年, 0.004366812227074236
, 副, 總統, 指出, 0.004366812227074236
, 副, 總統, 致詞, 0.004366812227074236
, 向, 鄉親, 拜年, 0.004366812227074236
, 在, 黃, 敏惠, 0.004366812227074236

2010-02-15_總統出席「佛光山禪淨中心禮佛及新春團拜」
, 在, 過去, , 0.007104795737122558
, 大家, 在, , 0.0053285968028419185
, 我們, 會, , 0.0053285968028419185
, 最, 重要, , 0.0053285968028419185
, 的, 問題, , 0.0053285968028419185
, 吳, 榮譽, 主席, 0.003552397868561279
, 最, 重要, 的, 0.003552397868561279
, 疫情, 的, 控制, 0.003552397868561279
, 經濟, 的, 復甦, 0.003552397868561279
, 讓, 大家, 在, 0.003552397868561279

2010-02-17_總統接見美國聯邦眾議院「能源自主及全球暖化委員會」共和黨首席議員單勃納Rep. James Sensenbrenner, Jr.
, 全球, 暖化, , 0.005357142857142857
, 共和黨, 首席, , 0.005357142857142857
, 及, 全球, , 0.005357142857142857
, 台灣, 關係法, , 0.005357142857142857
, 單勃納, 議員, , 0.005357142857142857
, 全球, 暖化, 委員會, 0.005357142857142857
, 共和黨, 首席, 議員, 0.005357142857142857
, 及, 全球, 暖化, 0.005357142857142857
, 委員會, 共和黨, 首席, 0.005357142857142857
, 暖化, 委員會, 共和黨, 0.005357142857142857

2010-02-20_副總統出席高雄市工商企業團體新春團拜茶會並以「關鍵時刻的關鍵選擇─兩岸經濟協議的幾個問題」為題發表演說
, 中國, 大陸, , 0.010114942528735632
, 經濟, 協議, , 0.005977011494252874
, 我們, 的, , 0.005057471264367816
, 兩岸, 經濟, , 0.003218390804597701
, 台灣, 的, , 0.003218390804597701
, 兩岸, 經濟, 協議, 0.003218390804597701
, 到, 中國, 大陸, 0.0018390804597701149
, 中國, 大陸, 的, 0.001379310344827586
, 公開, 透明, 的, 0.001379310344827586
, 在, 中國, 大陸, 0.001379310344827586

2010-02-22_2010年總統府新春團拜
, 副, 總統, , 0.007575757575757576
, 兩岸, 經濟, , 0.005411255411255411
, 節能, 減碳, , 0.005411255411255411
, 經濟, 協議, , 0.005411255411255411
, 經濟, 復甦, , 0.005411255411255411
, 兩岸, 經濟, 協議, 0.005411255411255411
, 區域, 經濟, 整合, 0.003246753246753247
, 簽訂, 兩岸, 經濟, 0.003246753246753247
, 他, 與, 副, 0.0021645021645021645
, 創新, 節能, 減碳, 0.0021645021645021645

2010-02-22_總統出席「2010年大陸台商春節團拜暨聯誼餐會」
, 台灣, 的, , 0.0033282130056323605
, 中國, 大陸, , 0.0028161802355350742
, 重要, 的, , 0.002560163850486431
, 的, 時候, , 0.002304147465437788
, 都, 是, , 0.002304147465437788
, 兩岸, 經濟, 協議, 0.0015360983102918587
, 中國, 大陸, 簽, 0.0010240655401945725
, 和, 中國, 大陸, 0.0010240655401945725
, 6, 個, 月, 0.0007680491551459293
, 具有, 台灣, 特色, 0.0007680491551459293

2010-02-24_副總統出席台灣醫事從業人員99年度聯合新春團拜
, 全民, 健保, , 0.018083182640144666
, 副, 總統, , 0.0162748643761302
, 的, 醫療, , 0.007233273056057866
, 健保, 制度, , 0.0054249547920434
, 讓, 全民, , 0.0054249547920434
, 全民, 健保, 制度, 0.0054249547920434
, 也, 到, 了, 0.003616636528028933
, 副, 總統, 指出, 0.003616636528028933
, 副, 總統, 表示, 0.003616636528028933
, 的, 全民, 健保, 0.003616636528028933

2010-02-24_總統伉儷出席「中華民國99年新春聯歡晚會」
, 我們, 的, , 0.007228915662650603
, 國際, 社會, , 0.004819277108433735
, 中國, 大陸, , 0.00321285140562249
, 中華民國, 的, , 0.00321285140562249
, 台灣, 的, , 0.00321285140562249
, 國際, 社會, 中, 0.0024096385542168677
, 社會, 中, 一個, 0.0024096385542168677
, －, 也, 就是, 0.0024096385542168677
, 中華民國, 的, 國際, 0.001606425702811245
, 和平, 的, 締造者, 0.001606425702811245

2010-03-10_副總統出席「中華民國99年工商團體春節聯誼會」
, 副, 總統, , 0.012987012987012988
, 台灣, 經濟, , 0.007792207792207792
, ：, 政府, , 0.007792207792207792
, 促進, 就業, , 0.005194805194805195
, 為, -, , 0.005194805194805195

2010-03-13_總統出席「2010年新春文薈活動」
, 國家, 文化, , 0.011547344110854504
, 文化, 總會, , 0.011547344110854504
, 創意, 產業, , 0.006928406466512702
, 劉, 會長, , 0.006928406466512702
, 文化, 創意, , 0.006928406466512702
, 國家, 文化, 總會, 0.011547344110854504
, 創意, 產業, 發展, 0.006928406466512702
, 文化, 創意, 產業, 0.006928406466512702
, 產業, 發展, 法, 0.006928406466512702
, 文化, 總會, 會長, 0.004618937644341801

2011-01-01_總統出席「第七屆漢字文化節：民國100年新春開筆」活動
, 100, 年, , 0.008658008658008658
, 中國, 大陸, , 0.008658008658008658
, 民國, 100, , 0.008658008658008658
, 漢字, 文化節, , 0.008658008658008658
, 漢字, 的, , 0.008658008658008658
, 民國, 100, 年, 0.008658008658008658

2011-01-25_總統主持國防部「100年春節聯歡餐會」
, 戰役, 六十週年, , 0.007380073800738007

2011-02-04_總統前往佛光山中壢禪淨中心禮佛及新春團拜
, 中華文化, 的, , 0.004415011037527594
, 在, 台灣, , 0.004415011037527594
, 我, 國民, , 0.004415011037527594
, 打, 造成, , 0.004415011037527594
, 捐贈, 的, , 0.004415011037527594
, 中華文化, 的, 領航者, 0.004415011037527594

2011-02-04_總統前往苗栗縣通宵鎮馬家庄祭祖及參訪「客家戲曲學苑」及新竹縣新埔鎮褒忠義民廟
, 客家, 文化, , 0.009237875288683603
, 的, 十年, , 0.006928406466512702
, 全體, 國人, , 0.004618937644341801
, 和平, 的, , 0.004618937644341801
, 國人, 共同努力, , 0.004618937644341801
, 全體, 國人, 共同努力, 0.004618937644341801

2011-02-08_總統出席大陸台商春節聯誼活動
, 中國, 大陸, , 0.00558659217877095
, 台灣, 的, , 0.00558659217877095
, 的, 十年, , 0.00558659217877095
, 商業, 景氣, , 0.004189944134078212
, 2, 大, , 0.002793296089385475
