2009-01-25_總統向當地民眾及駐守同仁賀節及參加「2009宜蘭年除夕守歲晚會」、「法鼓山除夕聞鐘聲祈福法會」
, 希望, 我們, , 0.0036529680365296802
, 年, 除夕, , 0.0036529680365296802
, 台北, 市長, , 0.0027397260273972603
, 台北, 縣, , 0.0027397260273972603
, 守歲, 晚會, , 0.0027397260273972603
, 宜蘭, 年, 除夕, 0.0027397260273972603
, 年, 除夕, 守歲, 0.0027397260273972603
, 除夕, 守歲, 晚會, 0.0027397260273972603
, -, 2009, 法鼓山, 0.0018264840182648401
, 2009, 宜蘭, 年, 0.0018264840182648401

2009-01-25_總統除夕賀歲影片
, 是, 我們, , 0.004410143329658214
, 每, 一個, , 0.004410143329658214
, 也, 是, , 0.0033076074972436605
, 了, 許多, , 0.0033076074972436605
, 全文, 為, , 0.0033076074972436605
, 台灣, 每, 一個, 0.0033076074972436605
, 總統, 賀歲, 談話, 0.0033076074972436605
, 賀歲, 談話, 影片, 0.0033076074972436605
, 一個, 角落, 都, 0.002205071664829107
, 一切, 力量, 為, 0.002205071664829107

2010-02-12_總統陪母親至興隆市場買年菜
, 陪, 媽媽, , 0.020618556701030927

2010-02-13_總統慰勉興隆派出所員警、出席「法鼓山2010年除夕聞鐘聲祈福法會」
, 尤其, 希望, , 0.007246376811594203
, 賜給, 我們, , 0.005434782608695652
, 我們, 能夠, , 0.0036231884057971015
, 法華, 鐘聲, , 0.0036231884057971015
, 消費, 券, , 0.0036231884057971015
, 讓, 我們, 能夠, 0.0036231884057971015

2010-02-13_總統慰問板橋榮家並至烏來福山部落向原民民朋友拜年
, 總統, 說, , 0.005201560468140442
, 原住民, 文化, , 0.0039011703511053317
, 文化, 的, , 0.0039011703511053317
, 榮民, 伯伯, , 0.0039011703511053317
, 的, 原住民, , 0.0039011703511053317
, 他, 在, 台北, 0.002600780234070221
, 原住民, 文化, 的, 0.002600780234070221
, 台北, 市長, 任內, 0.002600780234070221
, 在, 台北, 市長, 0.002600780234070221
, 文化, 的, 保存, 0.002600780234070221

2010-02-13_總統與陸軍航空601旅官兵代表會餐
, 重要, 的, , 0.01026694045174538
, 601, 旅, , 0.006160164271047228
, 人民, 的, , 0.004106776180698152
, 共出動, 了, , 0.004106776180698152
, 天候, 因素, , 0.004106776180698152
, 陸航, 601, 旅, 0.004106776180698152

2010-02-13_總統除夕賀歲影片
, 有, 愛心, , 0.006791171477079796
, 相互, 扶持, , 0.006791171477079796
, ：, 台灣, , 0.006791171477079796
, 台灣, 經濟, , 0.0050933786078098476
, 一個, 既, , 0.003395585738539898
, 一個, 既, 安全, 0.003395585738539898
, 一年, 台灣, 經歷, 0.003395585738539898
, 一願, ：, 台灣, 0.003395585738539898
, 三個, 願望, ：, 0.003395585738539898
, 三願, ：, 世界, 0.003395585738539898

2011-02-02_總統出席「法鼓山除夕聞鐘聲祈福法會」
, 聖嚴, 師父, , 0.01327433628318584
, 師父, 生前, , 0.008849557522123894
, 注意, 到, , 0.008849557522123894
, 祈福, 法會, , 0.008849557522123894
, 都, 能, , 0.008849557522123894
, 聖嚴, 師父, 生前, 0.008849557522123894

2011-02-02_總統除夕訪視行程
, 他, 在, , 0.004434589800443459
, 區, 清潔隊, , 0.004434589800443459
, 台北, 市長, , 0.004434589800443459
, 台北市, 消防隊, , 0.004434589800443459
, 垃圾, 費隨袋, , 0.004434589800443459
, 台北市, 消防隊, 大, 0.004434589800443459
, 垃圾, 費隨袋, 徵收, 0.004434589800443459
, 大, 直, 分隊, 0.004434589800443459
, 新北市, 板橋, 區, 0.004434589800443459
, 板橋, 區, 清潔隊, 0.004434589800443459

2011-02-02_總統除夕談話
, 除夕, 談話, , 0.0069124423963133645
, 三願, 人人, , 0.004608294930875576
, 上, 許多, , 0.004608294930875576
, 不幸, 受, , 0.004608294930875576
, 二盼, 風調雨順, , 0.004608294930875576
, 三願, 人人, 做好事, 0.004608294930875576
, 上, 許多, 的, 0.004608294930875576
, 不幸, 受, 天災, 0.004608294930875576
