2009-01-01_總統主持中華民國98年開國紀念典禮暨元旦團拜
, 台灣, 的, , 0.0026483050847457626
, 經濟, 的, , 0.0026483050847457626
, 也, 要, , 0.00211864406779661
, 人民, 的, , 0.00211864406779661
, 全球, 經濟, , 0.00211864406779661
, 在, 過去, 一年, 0.0015889830508474577
, 行政, 中立, 的, 0.0015889830508474577
, 一年, 台灣, 的, 0.001059322033898305
, 二次, 政黨, 輪替, 0.001059322033898305
, 台灣, 經濟, 的, 0.001059322033898305

2010-01-01_總統主持中華民國99年開國紀念典禮暨元旦團拜
, 為, 了, , 0.0025115110925073253
, 臺灣, 的, , 0.0025115110925073253
, 我們, 的, , 0.002092925910422771
, 更, 多, , 0.002092925910422771
, 臺灣, 經濟, , 0.002092925910422771
, 創造, 更, 多, 0.0012557555462536626
, 2007, 年, 減少, 0.0008371703641691084
, 一個多月, 前, 我們, 0.0008371703641691084
, 一年, 七個, 月, 0.0008371703641691084
, 不能, 停留, 在, 0.0008371703641691084

2010-01-14_總統致函天主教教宗本篤16世，響應教宗2010年世界和平日文告
, 人類, 的, , 0.005484460694698354
, 宇宙, 萬物, , 0.005484460694698354
, 的, 危機, , 0.005484460694698354
, 的, 生活, , 0.005484460694698354
, 吾人, 對, , 0.003656307129798903
, 和平, 須, 守護, 0.003656307129798903
, 培育, 和平, 須, 0.003656307129798903
, 宇宙, 萬物, 為, 0.003656307129798903
, 守護, 宇宙, 萬物, 0.003656307129798903
, 須, 守護, 宇宙, 0.003656307129798903

2011-01-01_總統主持中華民國100年開國紀念典禮暨元旦團拜
, 我們, 要, , 0.005488474204171241
, 我們, 的, , 0.004939626783754116
, 臺灣, 的, , 0.0038419319429198683
, 中華民國, 的, , 0.003293084522502744
, 也, 是, , 0.003293084522502744
, 先進, 各位, 同胞, 0.0021953896816684962
, 各位, 先進, 各位, 0.0021953896816684962
, 未來, 一百年, 中華民國, 0.0021953896816684962
, 一百年, 前, 中國, 0.001646542261251372
, 不, 應該, 是, 0.001646542261251372

2011-01-25_總統致函天主教教宗本篤16世，響應教宗「2011年世界和平日」文告
, 與, 自由, , 0.0036407766990291263
, 1859, 年, , 0.0024271844660194173
, 世界, 和平, , 0.0024271844660194173
, 之, 崇高理想, , 0.0024271844660194173
, 之, 權利, , 0.0024271844660194173
, 公民, 與, 政治權利, 0.0024271844660194173
, 及, 經濟社會, 文化, 0.0024271844660194173
, 國際公約, 及, 經濟社會, 0.0024271844660194173
, 宗教自由, 和平, 之路, 0.0024271844660194173
, 政治權利, 國際公約, 及, 0.0024271844660194173

2012-01-01_總統主持中華民國101年開國紀念典禮暨元旦團拜
, 人民, 心中, , 0.004750593824228029
, 的, 蠟燭, , 0.00395882818685669
, 臺灣, 人民, , 0.00395882818685669
, 都, 是, , 0.00395882818685669
, 下個, 世代, , 0.003167062549485352
, 世代, 人民, 心中, 0.003167062549485352
, 下個, 世代, 人民, 0.0023752969121140144
, 心中, 的, 蠟燭, 0.0023752969121140144
, 的, 年代, 一個, 0.0023752969121140144
, 點燃, 下個, 世代, 0.0023752969121140144

2012-02-09_總統致函天主教教宗本篤16世響應教宗「2012年世界和平日」文告
, 正義, 與, , 0.010610079575596816
, 與, 和平, , 0.007957559681697613
, 和平, 教育, , 0.005305039787798408
, 我, 所欲, , 0.005305039787798408
, 所欲, 也, , 0.005305039787798408
, 正義, 與, 和平, 0.007957559681697613
, 我, 所欲, 也, 0.005305039787798408
, 與, 和平, 教育, 0.005305039787798408

2013-01-01_總統主持中華民國102年開國紀念典禮暨元旦團拜
, 一定, 要, , 0.004847950639048039
, 年金, 制度, , 0.0022036139268400176
, 我們, 的, , 0.0022036139268400176
, 各部, 會, , 0.0017628911414720142
, 我們, 一定, , 0.0017628911414720142
, 我們, 一定, 要, 0.0013221683561040105
, 1, 個, 老人, 0.0008814455707360071
, 一定, 要, 以, 0.0008814455707360071
, 也, 一定, 要, 0.0008814455707360071
, 個, 老人, 或, 0.0008814455707360071

2013-02-04_總統致函天主教教宗本篤16世響應教宗「2013年世界和平日」文告 
, 和平, 的, , 0.0073964497041420114
, 締造, 和平, , 0.005917159763313609
, 東海, 和平, , 0.004437869822485207
, 世界, 和, , 0.0029585798816568047
, 世界, 和平, , 0.0029585798816568047
, 締造, 和平, 的, 0.004437869822485207
, 世界, 和, 平日, 0.0029585798816568047
, 中華民國, 與, 教廷, 0.0029585798816568047
, 人, 是, 有, 0.0029585798816568047
, 和平, 的, 人, 0.0029585798816568047

2014-01-01_總統主持中華民國103年開國紀念典禮暨元旦團拜
, 自由, 貿易協定, , 0.004282655246252677
, 經濟, 整合, , 0.0032119914346895075
, 區域, 經濟, , 0.0028551034975017845
, 臺灣, 經濟, , 0.0028551034975017845
, 貿易, 夥伴, , 0.0028551034975017845
, 區域, 經濟, 整合, 0.0028551034975017845
, 大, 貿易, 夥伴, 0.0017844396859386152
, 經濟, 夥伴, 協定, 0.0017844396859386152
, 參與, 區域, 經濟, 0.0014275517487508922
, 的, 自由, 貿易協定, 0.0014275517487508922

2014-02-05_總統致函天主教教宗方濟，響應教宗「2014年世界和平日」文告
, 和平, 的, , 0.008908685968819599
, 的, 基礎, , 0.0066815144766146995
, 友愛, 精神, , 0.004454342984409799
, 的, 友愛, , 0.004454342984409799
, 2013, 年, , 0.0033407572383073497
, 和平, 的, 基礎, 0.004454342984409799
, 基礎, 及, 途徑, 0.0033407572383073497
, 的, 友愛, 精神, 0.0033407572383073497
, 的, 基礎, 及, 0.0033407572383073497
, 世界, 和, 平日, 0.0022271714922048997

2015-01-01_總統主持中華民國104年開國紀念典禮暨元旦團拜
, 各位, 鄉親, , 0.0040595399188092015
, 兩岸, 和平, , 0.0033829499323410014
, 我們, 的, , 0.0033829499323410014
, 的, 一年, , 0.0027063599458728013
, 的, 年輕人, , 0.0027063599458728013
, 一個, 世代, 的, 0.0013531799729364006
, 不滿, 與, 對立, 0.0013531799729364006
, 世代, 的, 年輕人, 0.0013531799729364006
, 人民, 的, 心聲, 0.0013531799729364006
, 傾聽, 人民, 的, 0.0013531799729364006

2015-02-13_總統致函天主教教宗方濟各，響應教宗「2015年世界和平日」文告
, 人口, 販運, , 0.006389776357827476
, 不再, 是, , 0.004792332268370607
, 世界, 和, , 0.004792332268370607
, 和, 平日, , 0.004792332268370607
, 和平, 之, , 0.004792332268370607
